Calls,Measured latency Average,Measured latency Maximum,Measured latency Mininmum,Measured throughput Average,Measured throughput Mininmum,Measured throughputMaximum,Module,Perc,Task,Time,Timer,Noise_Level,Config_Hash,Task_ID,Signal Noise Ratio(SNR).Eb/N0(dB),Signal Noise Ratio(SNR).Es/N0(dB),Signal Noise Ratio(SNR).Sigma
153,1001.25927734375,7827.8115234375,537.1370239257812,2.045424222946167,0.2616312503814697,3.812807321548462,Monitor,43.83527755737305,get_mutual_info,0.1531926691532135,0.1531926691532135,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,0,3.0,2.249553203582764,0.545767068862915
153,449.2127380371094,4413.2890625,319.4150085449219,4.55908727645874,0.4640530049800873,6.411721229553223,Channel,19.666597366333008,add_noise,0.0687295421957969,0.0687295421957969,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,1,3.0,2.249553203582764,0.545767068862915
153,412.0980224609375,4782.85302734375,248.44700622558597,4.969691276550293,0.4281963109970093,8.243206977844238,Encoder,18.041709899902344,encode,0.0630509927868843,0.0630509927868843,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,2,3.0,2.249553203582764,0.545767068862915
153,233.62034606933597,637.9170532226562,156.09400939941406,7.375213623046875,2.7009780406951904,11.038219451904297,Decoder,10.22793197631836,decode_siho,0.035743910819292,0.035743910819292,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,3,3.0,2.249553203582764,0.545767068862915
153,96.69923400878906,1129.330078125,67.83800506591797,17.81813621520996,1.5256832838058472,25.39874267578125,Monitor,4.233506202697754,check_errors,0.0147949820384383,0.0147949820384383,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,4,3.0,2.249553203582764,0.545767068862915
153,77.54242706298828,692.3580322265625,45.20100402832031,0.0128961661830544,0.0014443394029513,0.0221234019845724,Source,3.3948187828063965,generate,0.0118639906868338,0.0118639906868338,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,5,3.0,2.249553203582764,0.545767068862915
153,7.043732166290283,30.874000549316406,4.11400032043457,290.75494384765625,66.3341293334961,497.8123168945313,Modem,0.3083756268024444,demodulate,0.0010776909766718,0.0010776909766718,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,6,3.0,2.249553203582764,0.545767068862915
153,6.664693355560303,23.64000129699707,4.081000328063965,307.2909545898437,86.63282012939453,501.8377380371094,Modem,0.2917812168598175,modulate,0.0010196979856118,0.0010196979856118,2,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,7,3.0,2.249553203582764,0.545767068862915
4805,911.274169921875,12805.98828125,550.60205078125,2.247402667999268,0.159925177693367,3.71956467628479,Monitor,39.1538314819336,get_mutual_info,4.378672122955322,4.378672122955322,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,0,4.0,3.249553203582764,0.4864154458045959
4805,460.4654541015625,6455.87841796875,316.4590148925781,4.447673320770264,0.3172302544116974,6.471611976623535,Channel,19.784372329711918,add_noise,2.212536334991455,2.212536334991455,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,1,4.0,3.249553203582764,0.4864154458045959
4805,459.0072326660156,7447.13916015625,247.19500732421875,4.461803436279297,0.2750049233436584,8.284956932067871,Encoder,19.721715927124023,encode,2.2055294513702397,2.2055294513702397,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,2,4.0,3.249553203582764,0.4864154458045959
4805,291.5247802734375,7288.83056640625,173.56100463867188,5.910304069519043,0.236389085650444,9.927345275878906,Decoder,12.52566146850586,decode_siho,1.4007763862609863,1.4007763862609863,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,3,4.0,3.249553203582764,0.4864154458045959
4805,106.26324462890624,4120.1181640625,70.19800567626953,16.214448928833008,0.4181918799877167,24.544857025146484,Monitor,4.565709590911865,check_errors,0.5105948448181152,0.5105948448181152,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,4,4.0,3.249553203582764,0.4864154458045959
4805,83.85977172851562,4083.152099609375,42.80400085449219,0.0119246682152152,0.0002449088206049,0.0233623012900352,Source,3.603121757507324,generate,0.4029462039470672,0.4029462039470672,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,5,4.0,3.249553203582764,0.4864154458045959
4805,7.575399398803711,1611.7100830078125,5.184000015258789,270.3487854003906,1.270699977874756,395.0617370605469,Modem,0.3254848122596741,demodulate,0.0363997891545295,0.0363997891545295,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,6,4.0,3.249553203582764,0.4864154458045959
4805,7.450184345245361,582.8610229492188,4.359000205993652,274.8925170898437,3.513702154159546,469.83251953125,Modem,0.3201048672199249,modulate,0.0357981361448764,0.0357981361448764,3,80ed751d67d81b6b4bf5fcfb23843c3849a2e88d24053d766653285f7d2c358a,7,4.0,3.249553203582764,0.4864154458045959
